Name,Pic,Gender,Str min,Str max,Dex min,Dex max,Vit min,Vit Max,Spec Min,Spec Max,Insight Min,Insight Max,HP Min,Int Rank Min,Abilities,Moves,Generation,Types,Environment
"""Meowth""","""https://archives.bulbagarden.net/media/upload/thumb/d/d6/0052Meowth.png/250px-0052Meowth.png""","[""Male""; ""Female""]",2,4,2,5,1,3,1,3,1,3,3,1,"[""Pick Up""; ""Technician""]","[[""Scratch""; 0];[""Growl""; 0];[""Bite""; 1];[""Fake Out""; 1];[""Fury Swipes""; 1];[""Screech""; 2];[""Feint Attack""; 2];[""Taunt""; 2];[""Pay Day""; 2];[""Slash""; 2];[""Captivate""; 2];[""Assurance""; 3];[""Nasty Plot""; 3];[""Night Slash""; 3];[""Feint""; 3];[""Charm""; 4];[""Sing""; 4];[""Snatch""; 4]]",1,"[""Normal""]","[""Forest""; ""Plains""; ""City""]"
"""Meowth (Alola)""","""https://archives.bulbagarden.net/media/upload/thumb/3/32/0052Meowth-Alola.png/600px-0052Meowth-Alola.png""","[""Male""; ""Female""]",1,3,2,5,1,3,2,4,1,3,3,1,"[""Pick Up""; ""Technician""]","[[""Scratch""; 0];[""Growl""; 0];[""Bite""; 1];[""Fake Out""; 1];[""Fury Swipes""; 1];[""Screech""; 2];[""Feint Attack""; 2];[""Taunt""; 2];[""Pay Day""; 2];[""Slash""; 2];[""Dark Pulse""; 2];[""Captivate""; 2];[""Assurance""; 3];[""Nasty Plot""; 3];[""Night Slash""; 3];[""Feint""; 3];[""Charm""; 4];[""Spite""; 4];[""Flatter""; 4]]",7,"[""Dark""]","[""Forest""; ""Plains""; ""City""]"
"""Persian""","""https://archives.bulbagarden.net/media/upload/thumb/b/b0/0053Persian.png/250px-0053Persian.png""","[""Male""; ""Female""]",2,5,3,6,2,4,2,4,2,4,4,2,"[""Limber""; ""Technician""]","[[""Scratch""; 0];[""Growl""; 0];[""Bite""; 1];[""Fake Out""; 1];[""Fury Swipes""; 1];[""Screech""; 2];[""Feint Attack""; 2];[""Taunt""; 2];[""Swift""; 2][""Power Gem""; 2];[""Slash""; 2];[""Captivate""; 2];[""Assurance""; 3];[""Nasty Plot""; 3];[""Night Slash""; 3];[""Feint""; 3];[""Switcheroo""; 3];[""Hypnosis""; 4];[""Amnesia""; 4];[""Assist""; 4]]",1,"[""Normal""]","[""Forest""; ""Plains""; ""City""]"
"""Persian (Alola)""","""https://archives.bulbagarden.net/media/upload/thumb/8/8c/0053Persian-Alola.png/600px-0053Persian-Alola.png""","[""Male""; ""Female""]",2,4,3,6,2,4,2,5,2,4,4,2,"[""Fur Coat""; ""Technician""]","[[""Scratch""; 0];[""Growl""; 0];[""Bite""; 1];[""Fake Out""; 1];[""Fury Swipes""; 1];[""Screech""; 1];[""Swift""; 2];[""Switcheroo""; 2];[""Play Rough""; 2];[""Feint Attack""; 2];[""Taunt""; 2];[""Power Gem""; 2];[""Slash""; 2];[""Dark Pulse""; 2];[""Captivate""; 2];[""Assurance""; 3];[""Nasty Plot""; 3];[""Night Slash""; 3];[""Feint""; 3];[""Quash""; 3];[""Parting Shot""; 4];[""Snarl""; 4];[""Torment""; 4]]",7,"[""Dark""]","[""Forest""; ""Plains""; ""City""]"
"""Psyduck""","""https://archives.bulbagarden.net/media/upload/thumb/3/3f/0054Psyduck.png/250px-0054Psyduck.png""","[""Male""; ""Female""]",2,4,2,4,2,4,2,4,2,4,3,1,"[""Damp""; ""Cloud Nine""]","[[""Water Sport""; 0];[""Scratch""; 0];[""Tail Whip""; 1];[""Water Gun""; 1];[""Disable""; 1];[""Confusion""; 2];[""Water Pulse""; 2];[""Fury Swipes""; 2];[""Screech""; 2];[""Zen Headbutt""; 2];[""Aqua Tail""; 2];[""Soak""; 2];[""Amnesia""; 2];[""Psych Up""; 3];[""Hydro Pump""; 3];[""Wonder Room""; 3];[""Clear Smog""; 4];[""Confuse Ray""; 4];[""Future Sight""; 4]]",1,"[""Water""]","[""Freshwater""; ""Jungle""]"
"""Golduck""","""https://archives.bulbagarden.net/media/upload/thumb/e/ed/0055Golduck.png/250px-0055Golduck.png""","[""Male""; ""Female""]",2,5,2,5,2,5,3,6,2,5,4,2,"[""Damp""; ""Cloud Nine""]","[[""Water Sport""; 0];[""Scratch""; 0];[""Tail Whip""; 1];[""Water Gun""; 1];[""Disable""; 1];[""Confusion""; 2];[""Aqua Jet""; 2];[""Water Pulse""; 2];[""Fury Swipes""; 2];[""Screech""; 2];[""Zen Headbutt""; 2];[""Soak""; 2];[""Amnesia""; 2];[""Psych Up""; 3];[""Hydro Pump""; 3];[""Wonder Room""; 3];[""Me First""; 3];[""Confuse Ray""; 4];[""Future Sight""; 4];[""Tri Attack""; 4]]",1,"[""Water""]","[""Freshwater""; ""Jungle""]"
"""Mankey""","""https://archives.bulbagarden.net/media/upload/thumb/f/fa/0056Mankey.png/250px-0056Mankey.png""","[""Male""; ""Female""]",2,5,2,5,1,3,1,3,2,4,3,1,"[""Vital Spirit""; ""Anger Point""","[[""Covet""; 0];[""Scratch""; 0];[""Low Kick""; 1];[""Leer""; 1];[""Focus Energy""; 1];[""Fury Swipes""; 2];[""Pursuit""; 2];[""Karate Chop""; 2];[""Seismic Toss""; 2];[""Screech""; 2];[""Assurance""; 2];[""Swagger""; 2];[""Cross Chop""; 3];[""Thrash"" 3];[""Stomping Tantrum""; 3];[""Punishment""; 3];[""Outrage""; 3];[""Close Combat""; 3];[""Final Gambit""; 3];[""Meditate""; 4];[""Dual Chop""; 4];[""Beat Up""; 4]]",1,"[""Fighting""]","[""Mountain""; ""Jungle""]"
"""Primape""","""https://archives.bulbagarden.net/media/upload/thumb/2/2c/0057Primeape.png/250px-0057Primeape.png""","[""Male""; ""Female""]",3,6,3,6,2,4,2,4,2,5,4,2,"[""Vital Spirit""; ""Anger Point""","[[""Scratch""; 0];[""Fling""; 1];[""Leer""; 1];[""Focus Energy""; 1];[""Fury Swipes""; 2];[""Pursuit""; 2];[""Karate Chop""; 2];[""Seismic Toss""; 2];[""Screech""; 2];[""Assurance""; 2];[""Swagger""; 2];[""Rage""; 2];[""Cross Chop""; 3];[""Thrash"" 3];[""Stomping Tantrum""; 3];[""Punishment""; 3];[""Outrage""; 3];[""Close Combat""; 3];[""Final Gambit""; 3];[""Meditate""; 4];[""Night Slash""; 4];[""Overheat""; 4]]",1,"[""Fighting""]","[""Mountain""; ""Jungle""]"
"""Growlithe""","""https://archives.bulbagarden.net/media/upload/thumb/6/6a/0058Growlithe.png/250px-0058Growlithe.png""","[""Male""; ""Female""]",2,5,2,5,2,4,2,5,2,4,3,1,"[""Intimidate""; ""Flash Fire""]","[[""Roar""; 0];[""Bite""; 0];[""Ember""; 1];[""Leer""; 1];[""Odor Sleuth""; 1];[""Helping Hand""; 1];[""Flame Wheel""; 2];[""Reversal""; 2];[""Fire Fang""; 2];[""Take Down""; 2];[""Flame Burst""; 2];[""Agility""; 2];[""Retaliate""; 2];[""Flamethrower""; 2];[""Crunch""; 3];[""Heat Wave""; 3];[""Outrage""; 3];[""Flare Blitz""; 3];[""Howl""; 4];[""Close Combat""; 4];[""Charm""; 4]]",1,"[""Fire""]","[""Mountain""; ""City""; ""Desert""]"
"""Arcanine""","""https://archives.bulbagarden.net/media/upload/thumb/4/42/0059Arcanine.png/250px-0059Arcanine.png""","[""Male""; ""Female""]",3,6,3,6,2,5,3,6,2,5,4,2,"[""Intimidate""; ""Flash Fire""]","[[""Roar""; 0];[""Bite""; 0];[""Ember""; 1];[""Odor Sleuth""; 1];[""Thunder Fang""; 2];[""Burn Up""; 3];[""Fire Fang""; 2];[""Extreme Speed""; 3];[""Morning Sun""; 4];[""Dragon Pulse""; 4];[""Wild Charge""; 4]]",1,"[""Fire""]","[""Mountain""; ""City""; ""Desert""]"
"""Poliwag""","""https://archives.bulbagarden.net/media/upload/thumb/e/e4/0060Poliwag.png/250px-0060Poliwag.png""","[""Male""; ""Female""]",2,4,2,5,1,3,1,3,1,3,3,0,"[""Water Absorb""; ""Damp""]","[[""Water Sport""; 0];[""Water Gun""; 0];[""Hypnosis""; 1];[""Bubble""; 1];[""Double Slap""; 2];[""Rain Dance""; 2];[""Body Slam""; 2];[""Bubble Beam""; 2];[""Mud Shot""; 2];[""Belly Drum""; 3];[""Wake-Up Slap""; 3];[""Hydro Pump""; 3];[""Mud Bomb""; 3];[""Icy Wind""; 4];[""Mind Reader""; 4];[""Refresh""; 4]]",1,"[""Water""]","[""Freshwater""; ""Jungle""]"
"""Poliwhirl""","""https://archives.bulbagarden.net/media/upload/thumb/f/fd/0061Poliwhirl.png/250px-0061Poliwhirl.png""","[""Male""; ""Female""]",2,4,2,5,2,4,2,4,2,4,4,1,"[""Water Absorb""; ""Damp""]","[[""Water Sport""; 0];[""Water Gun""; 0];[""Hypnosis""; 1];[""Bubble""; 1];[""Double Slap""; 2];[""Rain Dance""; 2];[""Body Slam""; 2];[""Bubble Beam""; 2];[""Mud Shot""; 2];[""Belly Drum""; 3];[""Wake-Up Slap""; 3];[""Hydro Pump""; 3];[""Mud Bomb""; 3];[""Ice Punch""; 4];[""Mind Reader""; 4];[""Refresh""; 4]]",1,"[""Water""]","[""Freshwater""; ""Jungle""]"
"""Poliwrath""","""https://archives.bulbagarden.net/media/upload/thumb/8/80/0062Poliwrath.png/250px-0062Poliwrath.png""","[""Male""; ""Female""]",3,6,2,5,3,6,2,5,2,5,5,2,"[""Water Absorb""; ""Damp""]","[[""Hypnosis""; 1];[""Circle Throw""; 1];[""Double Slap""; 2];[""Submission""; 2];[""Bubble Beam""; 2];[""Dynamic Punch""; 3];;[""Ice Punch""; 4];[""Mind Reader""; 3];[""Seismic Toss""; 4];[""Counter""; 4]]",1,"[""Water""; ""Fighting""]","[""Freshwater""; ""Jungle""]"
"""Abra""","""https://archives.bulbagarden.net/media/upload/thumb/b/bd/0063Abra.png/250px-0063Abra.png""","[""Male""; ""Female""]",1,3,2,5,1,2,3,6,1,3,3,1,"[""Synchronize""; ""Inner Focus""]","[[""Teleport""; 0];[""Mimic""; 3];[""Signal Beam""; 3];[""Metronome""; 3]]",1,"[""Psychic""]","[""Plains""; ""City""]"
"""Kadabra""","""https://archives.bulbagarden.net/media/upload/thumb/a/af/0064Kadabra.png/250px-0064Kadabra.png""","[""Male""; ""Female""]",1,3,3,6,1,3,3,7,2,5,4,2,"[""Synchronize""; ""Inner Focus""]","[[""Teleport""; 0];[""Kinesis""; 0];[""Confusion""; 1];[""Disable""; 1];[""Miracle Eye""; 1];[""Ally Switch""; 2];[""Psybeam""; 2];[""Reflect""; 2];[""Telekinesis; 2];[""Role Play""; 2];[""Pyscho Cut""; 2];[""Recover""; 3];[""Psychic""; 3];[""Future Sight""; 3];[""Trick""; 3];[""Snatch""; 4];[""Foul Play""; 4];[""Wonder Room""; 4]]",1,"[""Psychic""]","[""Plains""; ""City""]"
"""Alakazam""","""https://archives.bulbagarden.net/media/upload/thumb/b/bb/0065Alakazam.png/250px-0065Alakazam.png""","[""Male""; ""Female""]",2,4,3,7,2,4,3,7,3,6,5,3,"[""Synchronize""; ""Inner Focus""]","[[""Teleport""; 0];[""Kinesis""; 0];[""Confusion""; 1];[""Disable""; 1];[""Miracle Eye""; 1];[""Ally Switch""; 2];[""Psybeam""; 2];[""Reflect""; 2];[""Telekinesis; 2];[""Role Play""; 2];[""Pyscho Cut""; 2];[""Recover""; 3];[""Psychic""; 3];[""Future Sight""; 3];[""Trick""; 3];[""Snatch""; 4];[""Foul Play""; 4];[""Wonder Room""; 4]]",1,"[""Psychic""]","[""Plains""; ""City""]"
"""Machop""","""https://archives.bulbagarden.net/media/upload/thumb/0/02/0066Machop.png/250px-0066Machop.png""","[""Male""; ""Female""]",2,5,1,3,2,4,1,3,1,3,3,0,"[""Guts""; ""No Guard""]","[[""Low Kick""; 0];[""Leer""; 0];[""Focus Energy""; 1];[""Karate Chop""; 1];[""Foresight""; 1];[""Low Sweep""; 2];[""Knock Off""'; 2];[""Seismic Toss""; 2];[""Revenge""; 2];[""Vital Throw""; 2];[""Dual Chop""; 2];[""Submission""; 2];[""Wake-Up Slap""; 2];[""Bulk Up""; 3];[""Cross Chop""; 3];[""Scary Face""; 3];[""Dynamic Punch""; 3];[""Meditate""; 4];[""Bullet Punch""; 4];[""Ice Punch""; 4]]",1,"[""Fighting""]","[""Mountain""; ""Cave""; ""City""]"
"""Machoke""","""https://archives.bulbagarden.net/media/upload/thumb/2/22/0067Machoke.png/250px-0067Machoke.png""","[""Male""; ""Female""]",3,6,2,4,2,5,2,4,2,4,4,1,"[""Guts""; ""No Guard""]","[[""Low Kick""; 0];[""Leer""; 0];[""Focus Energy""; 1];[""Karate Chop""; 1];[""Foresight""; 1];[""Low Sweep""; 2];[""Knock Off""'; 2];[""Seismic Toss""; 2];[""Revenge""; 2];[""Vital Throw""; 2];[""Dual Chop""; 2];[""Submission""; 2];[""Wake-Up Slap""; 2];[""Bulk Up""; 3];[""Cross Chop""; 3];[""Scary Face""; 3];[""Dynamic Punch""; 3];[""Meditate""; 4];[""Bullet Punch""; 4];[""Fire Punch""; 4]]",1,"[""Fighting""]","[""Mountain""; ""Cave""; ""City""]"
"""Machamp""","""https://archives.bulbagarden.net/media/upload/thumb/8/82/0068Machamp.png/250px-0068Machamp.png""","[""Male""; ""Female""]",3,7,2,4,2,5,2,4,2,5,5,2,"[""Guts""; ""No Guard""]","[[""Low Kick""; 0];[""Strenght""; 0];[""Leer""; 0];[""Focus Energy""; 1];[""Karate Chop""; 1];[""Foresight""; 1];[""Low Sweep""; 2];[""Wide Guard""; 2];[""Knock Off""'; 2];[""Seismic Toss""; 2];[""Revenge""; 2];[""Vital Throw""; 2];[""Dual Chop""; 2];[""Submission""; 2];[""Wake-Up Slap""; 2];[""Bulk Up""; 3];[""Cross Chop""; 3];[""Scary Face""; 3];[""Dynamic Punch""; 3];[""Tickle""; 4];[""Close Combat""; 4];[""Thunder Punch""; 4]]",1,"[""Fighting""]","[""Mountain""; ""Cave""; ""City""]"
"""Bellsprout""","""https://archives.bulbagarden.net/media/upload/thumb/6/66/0069Bellsprout.png/250px-0069Bellsprout.png""","[""Male""; ""Female""]",2,5,1,3,1,3,2,5,1,3,3,0,"[""Chlorophyll""]","[[""Vine Whip""; 0];[""Growth""; 0];[""Wrap""; 1];[""Sleep Powder""; 1];[""Poison Powder""; 1];[""Stun Powder""; 1];[""Acid""; 2];[""Knock Off""; 2];[""Sweet Scent""; 2];[""Gastro Acid""; 2];[""Razor Leaf""; 2];[""Slam""; 3];[""Poison Jab""; 3];[""Wring Out""; 3];[""Ingrain""; 4];[""Tickle""; 4];[""Weather Ball""; 4]]",1,"[""Grass""; ""Poison""]","[""Plains""; ""Forest""; ""Jungle""]"
"""Weepinbell""","""https://archives.bulbagarden.net/media/upload/thumb/c/c1/0070Weepinbell.png/250px-0070Weepinbell.png""","[""Male""; ""Female""]",2,5,2,4,2,4,2,5,2,4,4,1,"[""Chlorophyll""]","[[""Vine Whip""; 0];[""Growth""; 0];[""Wrap""; 1];[""Sleep Powder""; 1];[""Poison Powder""; 1];[""Stun Powder""; 1];[""Acid""; 2];[""Knock Off""; 2];[""Sweet Scent""; 2];[""Gastro Acid""; 2];[""Razor Leaf""; 2];[""Slam""; 3];[""Poison Jab""; 3];[""Wring Out""; 3];[""Ingrain""; 4];[""Tickle""; 4];[""Weather Ball""; 4]]",1,"[""Grass""; ""Poison""]","[""Plains""; ""Forest""; ""Jungle""]"
"""Victreebel""","""https://archives.bulbagarden.net/media/upload/thumb/e/e9/0071Victreebel.png/250px-0071Victreebel.png""","[""Male""; ""Female""]",3,6,2,5,2,4,3,6,2,5,5,2,"[""Chlorophyll""]","[[""Vine Whip""; 0];[""Swallow""; 1];[""Spit Up""; 1];[""Stockpile""; 1];[""Sleep Powder""; 2];[""Sweet Scent""; 2];[""Razor Leaf""; 2];[""Leaf Tornado""; 2];[""Leaf Blade""; 3];[""Leaf Storm""; 3];[""Belch""; 4];[""Power Whip""; 4];[""Synthesis""; 4]]",1,"[""Grass""; ""Poison""]","[""Plains""; ""Forest""; ""Jungle""]"
"""Tentacool""","""https://archives.bulbagarden.net/media/upload/thumb/6/6e/0072Tentacool.png/250px-0072Tentacool.png""","[""Male""; ""Female""]",1,3,2,5,1,3,2,4,3,6,3,0,"[""Clear Body""; ""Liquid Ooze""]","[[""Poison Sting""; 0];[""Supersonic""; 0];[""Constrict""; 1];[""Acid""; 1];[""Toxic Spikes""; 2];[""Bubble Beam""; 2];[""Wrap""; 2];[""Acid Spray""; 2];[""Barrier""; 2];[""Water Pulse""; 2];[""Brine""; 2];[""Poison Jab""; 2];[""Screech""; 3];[""Hex""; 3];[""Hydro Pump""; 3];[""Sludge Wave""; 3];[""Wring Out""; 3];[""Aurora Beam""; 4];[""Confuse Ray""; 4];[""Magic Coat""; 4]]",1,"[""Water""; ""Poison""]","[""Ocean""]"
"""Tentacruel""","""https://archives.bulbagarden.net/media/upload/thumb/c/cb/0073Tentacruel.png/250px-0073Tentacruel.png""","[""Male""; ""Female""]",2,5,3,6,2,4,2,5,3,7,4,1,"[""Clear Body""; ""Liquid Ooze""]","[[""Poison Sting""; 0];[""Supersonic""; 0];[""Constrict""; 1];[""Acid""; 1];[""Toxic Spikes""; 2];[""Bubble Beam""; 2];[""Wrap""; 2];[""Acid Spray""; 2];[""Barrier""; 2];[""Water Pulse""; 2];[""Brine""; 2];[""Poison Jab""; 2];[""Screech""; 3];[""Hex""; 3];[""Hydro Pump""; 3];[""Sludge Wave""; 3];[""Wring Out""; 3];[""Reflect Type""; 3];[""Giga Drain""; 4];[""Aqua Ring""; 4];[""Magic Coat""; 4]]",1,"[""Water""; ""Poison""]","[""Ocean""]"
"""Geodude""","""https://archives.bulbagarden.net/media/upload/thumb/9/97/0074Geodude.png/250px-0074Geodude.png""","[""Male""; ""Female""]",2,5,1,3,3,6,1,3,1,3,3,0,"[""Rock Head""; ""Sturdy""]","[[""Tackle""; 0];[""Defense Curl""; 0];[""Mud Sport""; 1];[""Rock Polish""; 1];[""Rollout""; 1];[""Magnitude""; 2];[""Rock Throw""; 2];[""Rock Blast""; 2];[""Smack Down""; 2];[""Self Destruct""; 2];[""Bulldoze""; 2];[""Stealth Rock""; 2];[""Earthquake""; 3];[""Explosion""; 3];[""Double-Edge""; 3];[""Stone Edge""; 3];[""Rock Climb""; 4];[""Wide Guard""; 4];[""Sucker Punch""; 4]]",1,"[""Rock""; ""Ground""]","[""Mountain""; ""Cave""]"
"""Graveler""","""https://archives.bulbagarden.net/media/upload/thumb/d/d4/0075Graveler.png/250px-0075Graveler.png""","[""Male""; ""Female""]",3,6,1,3,3,6,2,4,2,4,4,1,"[""Rock Head""; ""Sturdy""]","[[""Tackle""; 0];[""Defense Curl""; 0];[""Mud Sport""; 1];[""Rock Polish""; 1];[""Rollout""; 1];[""Magnitude""; 2];[""Rock Throw""; 2];[""Rock Blast""; 2];[""Smack Down""; 2];[""Self Destruct""; 2];[""Bulldoze""; 2];[""Stealth Rock""; 2];[""Earthquake""; 3];[""Explosion""; 3];[""Double-Edge""; 3];[""Stone Edge""; 3];[""Rock Climb""; 4];[""Wide Guard""; 4];[""Sucker Punch""; 4]]",1,"[""Rock""; ""Ground""]","[""Mountain""; ""Cave""]"
"""Golem""","""https://archives.bulbagarden.net/media/upload/thumb/3/38/0076Golem.png/250px-0076Golem.png""","[""Male""; ""Female""]",3,8,2,4,3,7,2,4,2,4,5,2,"[""Rock Head""; ""Sturdy""]","[[""Tackle""; 0];[""Defense Curl""; 0];[""Mud Sport""; 1];[""Rock Polish""; 1];[""Steamroller""; 1];[""Magnitude""; 2];[""Rock Throw""; 2];[""Rock Blast""; 2];[""Smack Down""; 2];[""Self Destruct""; 2];[""Bulldoze""; 2];[""Stealth Rock""; 2];[""Earthquake""; 3];[""Explosion""; 3];[""Double-Edge""; 3];[""Stone Edge""; 3];[""Heavy Slam""; 3];[""Iron Defense""; 4];[""Superpower""; 4];[""Thunder Punch""; 4]]",1,"[""Rock""; ""Ground""]","[""Mountain""; ""Cave""]"
