Name,Pic,Gender,Str min,Str max,Dex min,Dex max,Vit min,Vit Max,Spec Min,Spec Max,Insight Min,Insight Max,HP Min,Int Rank Min,Abilities,Moves,Generation,Types,Environment
"""Claydol""","""https://archives.bulbagarden.net/media/upload/3/39/0344Claydol.png""","[""None""]",2,5,2,5,3,6,2,5,3,6,4,3,"['Levitate""]","[[""Confusion""; 0];[""Harden""; 0];[""Rapid Spin""; 1];[""Teleport; 1];[""Mud Slap""; 1];[""Rock Tomb""; 1];[""Heal Block""; 2];[""Psybeam""; 2];[""Power Trick""; 2];[""Ancient Power""; 2];[""Self Destruct""; 2];[""Guard Split""; 2];[""Cosmic Power""; 2];[""Power Split""; 2];[""Extrasensory""; 2];[Hyper Beam""; 3];[""Earth Power""; 3];[""Sandstorm""; 3];[""Imprison""; 3];[""Explosion""; 3];[""Telekienisis""; 4];[""Stealth Rock""; 4];[""Wonder Room""; 4]]",3,"[""Ground""; ""Psychic""]","[""Desert""]"
"""Lileep""","""https://archives.bulbagarden.net/media/upload/0/06/0345Lileep.png""","[""Male""; ""Female""]",1,3,1,3,2,5,2,4,2,5,3,1,"[""Suction Cups""]","[[""Astonish""; 0];[""Constrict""; 0];[""Acid""; 1];[""Ingrain""; 2];[""Brine""; 2];[""Confuse Ray""; 2];[""Giga Drain""; 2];[""Amesia""; 2];[""Gastro Acid""; 2];[""Anciet Power""; 2];[""Energy Ball""; 2];[""Spit Up""; 3];[""Stockpile""; 3];[""Swallow""; 3];[""Wring Out"";3];[""Earth power""; 4];[""Stealth rock""; 4];[""Tickle""; 4]]",3,"[""Rock""; ""Grass""]","[""Desert""; ""Cave""]"
"""Cradily""","""https://archives.bulbagarden.net/media/upload/e/ee/0346Cradily.png""","[""Male""; ""Female""]",2,5,1,3,3,6,2,5,3,6,4,2,"[""Suction Cups""]","[[""Astonish; 0];[""Constrict""; 0];[""Acid""; 1];[""Ingrain""; 2];[""Swallow""; 2];[""Stockplie""; 2];[""Spit Up'; 2];[""Wring Out""; 2];[""Brine""; 2];[""Confuse Ray""; 2];[""Giga Drain""; 2];[""Amnesia""; 3];[""Ancient Power""; 3];[""Gastro Acid""; 3];[""Energy Ball""; 3];[""Worry Seed""; 4];[""Stealth rock""; 4];[""Seed Bomb""; 4]]",3,"[""Rock""; ""Grass""]","[""Desert""; ""Cave""]"
"""Anorith"" ","""https://archives.bulbagarden.net/media/upload/c/c8/0347Anorith.png""","[""Male""; ""Female""]",3,6,2,5,2,4,1,3,2,4,3,2,"[""Battle Armor""]","[['Harden; 0];[""Scratch""; 0];['Mud Sport""; 1];[""Water Gun""; 2];[""Smack Down""; 2];[""Metal Claw""; 2];[""Protect""; 2];[""Ancient Power""; 2];[""Fury Cutter""; 2];[""Bug Bite""; 2];[""Slash""; 2];[""Brine""; 3];[""Rock Blast""; 3];[""Crush Claw""; 3];[""X-Scissor""; 3];[""Knock Off""; 4];[""Rapid Spin""; 4];[""Aqua Jet""; 4]]",3,"[""Rock""; ""Bug""]","[""Cave""]"
"""Armaldo""","""https://archives.bulbagarden.net/media/upload/1/15/0348Armaldo.png""","[""Male""; ""Female""]",3,7,2,4,3,6,2,5,2,5,4,3,"[""Battle Armor""]","[[""Scratch""; 0];[""Harden""; 0];[""Mud Sport""; 1];[""Metal Claw""; 2];[""Water Gun""; 2];[""Ancient Power""; 2];[""Protect""; 2];[""Slash""; 2];[""Fury Cutter""; 2];[""Crush Claw""; 3];[""Smack Down""; 3];[""Brine""; 3];[""Rock Blast""; 3];[""X-Scissor""; 3];[""Cross Poison""; 3];[""Aqua Tail""; 4];[""Iron Defense""; 4]]",3,"[""Rock""; ""Bug""]","[""Cave""]"
"""Feebas""","""https://archives.bulbagarden.net/media/upload/a/af/0349Feebas.png""","[""Male""; ""Female""]",1,2,2,5,1,3,1,2,2,4,3,0,"[""Swift Swim""]","[[""Splash""; 0];[""Tackle""; 1];[""Flail""; 1];[""Brine""; 3];[""Mud Sport""; 4];[""Dive""; 4]]",3,"[""Water""]","[""Fresh Water""]"
"""Milotic""","""https://archives.bulbagarden.net/media/upload/5/55/0350Milotic.png""","[""Male""; ""Female""]",2,4,2,5,2,5,3,6,3,6,7,3,"[""Competitive""; ""Marvel Scale""","[[""Water Gun""; 0];[""Wrap""; 0];[""Water Sport""; 1];[""TRefresh""; 1];[""Disarming Voice""; 2];[""Twister""; 2];[""Water Pulse""; 2]';[""Aqua Ring""; 2];[""Captivate""; 2];[""Dragon Tail""; 2];[""Recover""; 2];[""Aqua Tail""; 2];[""Attract""; 2];[""Safeguard""; 3];[""Coil""; 3];[""Hydro Pump""; 3];[""Rain Dance""; 3];[""Dragon Pulse""; 4];[""Hypnosis""; 4];[""Magic Coat""; 4]]",3,"[""Water""]","[""Fresh Water""]"
"""Castform""","""https://archives.bulbagarden.net/media/upload/f/ff/0351Castform.png""","[""Male""; ""Female""]",2,5,2,5,2,5,2,5,2,5,4,1,"[""Forecast""]","[[""Tackle""; 0];[""Ember""; 1];[""Powder Snow""; 1];[""Water Gun""; 1];[""Headbutt""; 2];[""Hail""; 2];[""Rain Dance""; 2];[""Sunny Day""; 2];[""Weather Ball""; 2];[""Blizzard""; 3];[""Fire Blast""; 3];[""Hydro Pump""; 3];[""Hurricane""; 3];[""Last Resort""; 4];[""Future Sight""; 4];[""Reflect Type""; 4]]",3,"[""Normal""]","[""City""]"
"""Kecleon""","""https://archives.bulbagarden.net/media/upload/b/b6/0352Kecleon.png""","[""Male""; ""Female""]",2,5,1,3,2,5,2,4,3,7,4,1,"[""Color change""]","[[""Tail Whip""; 0];[""Astonish""; 0];[""Theif""; 0];[""Lick""; 1];[""Scratch""; 1];[""Bind""; 1];[""Feint""; 1];[""Shadow Sneak""; 2];[""Fury Swipes""; 2];[""Feint Attack""; 2];[""Psybeam""; 2];[""Ancient Power""; 2];[""Screech""; 2];[""Camouflage""; 2];[""Substitute""; 3];[""Shadow Claw""; 3];[""Synchronoise""; 3];[""Sucker Punch""; 3];[""Snatch""; 4];[""Fake Out""; 4];[""Trick""; 4]]",3,"[""Normal""]","[""Jungle""]"
"""Shuppet""","""https://archives.bulbagarden.net/media/upload/5/5d/0353Shuppet.png""","[""Male""; ""Female""]",2,5,2,4,1,3,2,4,1,3,3,1,"[""Fisk""; ""Insomnia""]","[[""Knock Off""; 0];[""Screech""; 1];[""Night Shade""; 1];[""Spite""; 2];[""Will-O-Wisp""; 2];[""Shadow Sneak""; 2];[""Curse""; 2];[""Feint Attack""; 2];[""Hex""; 2];[""Shadow Ball""; 2];[""Snach""; 2];[""Embargo""; 2];[""Sucker Punch""; 3];[""Grudge""; 3];[""Trick""; 3];[""Phantom Force""; 3];[""Icy Wind""; 4];[""Role Play""; 4];[""Destiny Bond""; 4]]",3,"[""Ghost""]","[""City""; ""Cave""; ""Forest]"
"""Banette""","""https://archives.bulbagarden.net/media/upload/7/72/0354Banette.png""","[""Male""; ""Female""]",3,6,2,4,2,4,2,5,2,5,4,2,"[""Prankster""]","[[""Knock Off""; 0];[""Screech""; 1];[""Night Shade""; 1];[""Spite""; 1];[""Curse; 2];[""Will-O-Wisp""; 2];[""Shadow Sneak""; 2];[""Curse""; 2];[""Feint Attack""; 2];[""Hex""; 2];[""Shadow Ball""; 2];[""Snach""; 2];[""Embargo""; 2];[""Sucker Punch""; 3];[""Grudge""; 3];[""Trick""; 3];[""Phantom Force""; 3];[""Icy Wind""; 4];[""Role Play""; 4];[""Destiny Bond""; 4]]",3,"[""Ghost""]","[""City""; ""Cave""; ""Forest""]"
"""Duskull""","""https://archives.bulbagarden.net/media/upload/f/f6/0355Duskull.png""","[""Male""; ""Female""]",1,3,1,3,2,5,1,3,2,5,3,1,"[""Levitate""]","[[""Leer""; 0];[""Night Shade""; 0];[""Disable""; 1];[""Foresight""; 1];[""Astonish""; 2];[""Foresight""; 2];[""Shadow Sneak""; 2];[""Pursuit""; 2];[""Curse""; 2];[""Will-O-Wisp""; 2];[""Hex""; 2];[""Mean Look""; 3];[""Shadow Ball""; 3];[""Payback""; 3];[""Future Sight""; 3];[""Icy Wind""; 4];[""Spite""; 4];[""Wonder Room""; 4]]",3,"[""Ghost""]","[""City""; ""Cave""; ""Forest""]"
"""Dusclops""","""https://archives.bulbagarden.net/media/upload/0/0e/0356Dusclops.png""","[""Male""; ""Female""]",2,5,1,3,3,7,2,4,3,7,4,2,"[""Pressure""]","[[""Night Shade""; 0];[""Leer""; 0];[""Bind""; 1];[""Disable""; 1];[""Foresight""; 1];[""Fire Punch""; 2];[""Ice Punch""; 2][""Astonish""; 2];[""Thunder Punch""; 2];[""Shadow Sneak""; 2];[""Confuse Ray""; 2];[""Curse""; 2];[""Pursuit""; 2];[""Shadow Punch""; 2];[""Will-O-Wisp""; 2];[""Hex""; 2];[""Gravity""; 3];[""Shadow Ball""; 3];[""Mean Look""; 3];[""Payback""; 3];[""Future Sight""; 3];[""Dark Pulse""; 4];[""Momento""; 4];[""Pain Split""; 4]]",3,"[""Ghost""]","[""City""; ""Cave""; ""Forest""]"
"""Tropius""","""https://archives.bulbagarden.net/media/upload/3/3c/0357Tropius.png""","[""Male""; ""Female""]",2,4,2,4,2,5,2,5,2,5,5,2,"[""Chlorophyll""; ""Solar Power']","[[""Bestow""; 0];[""Gust""; 0];[""Leer""; 0];[""Natural GIft""; 1];[""Growth""; 1];[""Razor Leaf""; 2];[""Stomp""; 2];[""Sweet Scent""; 2];[""Whirlwind""; 2];[""Magical Leaf""; 2];[""Body Slam""; 2];[""Synthesis""; 2];[""Leaf Torando""; 3];[""Air Slash""; 3];[""Solar Beam""; 3];[""Leaf Storm""; 3];[""Tailwind""; 4];[""Twister""; 4];[""Outrage""; 4]]",3,"[""Grass""; ""Flying""]","[""Jungle""]"
"""Chimecho""","""https://archives.bulbagarden.net/media/upload/5/55/0358Chimecho.png""","[""Male""; ""Female""]",2,4,2,4,2,5,3,6,2,5,4,2,"[""Levitate""]","[[""Wrap""; 0];[""Astonish""; 1];[""Growl""; 1];[""Uproar""; 2];[""Confusion""; 2];[""Yawn""; 2];[""Take Down""; 2];[""Safeguard""; 2];[""Psywave""; 2];[""Healing Wish""; 2];[""Heal Bell""; 2];[""Extrasensory""; 3];[""Heal Pulse""; 3];[""Synchonoise""; 3];[""Recover""; 4];[""Cosmic Power""; 4];[""Stored Power""; 4]]",3,"[""Psychic""]","[""Mountain""]"
"""Absol""","""https://archives.bulbagarden.net/media/upload/9/9b/0359Absol.png""","[""Male""; ""Female""]",3,7,2,5,2,4,2,5,2,4,4,2,"[""Pressure""; ""Super Luck""]","[[""Detect""; 0];[""Taunt""; 0];[""Scratch""; 0];[""Quick Attack""; 1];[""Leer""; 1];[""Razor Wind""; 1];[""Me First""; 2];[""Feint""; 2];[""Pursuit""; 2];[""Bite""; 2];[""Double Team""; 2];[""Slash""; 2];[""Swords Dance""; 2];[""Future Sight""; 2];[""Night Slash""; 3];[""Psycho Cut""; 3];[""Sucker Punch""; 3];[""Perish Song""; 3];[""Hex""; 4];[""Play Rough""; 4];[""Spite""; 4]]",3,"[""Dark""]","[""Mountain""]"
"""Wynaut""","""https://archives.bulbagarden.net/media/upload/b/be/0360Wynaut.png""","[""Male""; ""Female""]",1,3,1,3,2,4,1,3,2,4,3,0,"[""Shadow Tag""]","[[""Charm""; 0];[""Encore""; 0];[""Splash""; 0];[""Counter""; 2];[""Destiny Bond""; 2];[""Safeguard""; 2];[""Mirror Coat""; 2]]",3,"[""Psychic""]","[""Plains""; ""Forest""]"
"""Snorunt""","""https://archives.bulbagarden.net/media/upload/0/0c/0361Snorunt.png""","[""Male""; ""Female""]",2,4,2,4,2,4,2,4,2,4,3,1,"[""Ice Body""; ""Inner Focus""]","[[""Leer""; 0];[""Powder Snow""; 0];[""Double Tream""; 1];[""Bite""; 1];[""Icy Wind""; 2];[""Headbutt""; 2];[""Protect""; 2];[""Ice Fang""; 2];[""Frost Breath""; 2];[""Crunch""; 3];[""Ice Shard""; 3];[""Hail""; 3];[""Blizzard""; 3];[""Weather Ball""; 4];[""Water Pulse""; 4];[""Fake Tears""; 4]]",3,"[""Ice""]","[""Snow""]"
"""Glalie""","""https://archives.bulbagarden.net/media/upload/8/88/0362Glalie.png""","[""Male""; ""Female""]",2,5,2,5,2,5,2,5,2,5,4,2,"[""Ice Body""; ""Inner Focus""]","[[""Leer""; 0];[""Powder Snow; 0];[""Bite""; 1];[""Double Team""; 1];[""Ice Shard""; 2];[""Icy Wind""; 2];[""Headbutt""; 2];[""Protect""; 2];[""Ice Fang""; 2];[""Ice Beam""; 2];[""Frost Breath""; 2];[""Freeze Dry""; 2];[""Hail"";  3];[""Crunch""; 3];[""Blizzard""; 3];[""Sheer Cold""; 3];[""Weather Ball""; 4];[""Rollout""; 4];[""Iron Head""; 4]]",3,"[""Ice""]","[""Snow""]"
"""Spheal""","""https://archives.bulbagarden.net/media/upload/6/6f/0363Spheal.png""","[""Male""; ""Female""]",1,3,1,3,2,4,2,4,2,4,3,0,"[""Ice Body""; ""Thick Fat""]","[[""Defense Curl""; 0];[""Growl""; 0];[""Powder Snow""; 0];[""Water Gun""; 1];[""Encore""; 1];[""Ice Ball""; 2];[""Body Slam""; 2];[""Brine""; 2];[""Aurora Beam""; 2];[""Hail""; 2];[""Rest""; 3];[""Snore""; 3];[""Blizzard""; 3];[""Sheer Cold""; 3];[""Dive""; 4];[""Rollout""; 4];[""Endure""; 4]]",3,"[""Ice""; ""Water""]","[""Snow""; ""Ocean""]"
"""Sealeo""","""https://archives.bulbagarden.net/media/upload/3/36/0364Sealeo.png""","[""Male""; ""Female""]",2,4,2,4,2,5,2,5,2,5,4,2,"[""Ice Body""; ""Thick Fat""]","[[""Defense Curl""; 0];[""Growl""; 0];[""Powder Snow""; 0];[""Water Gun""; 1];[""Encore""; 1];[""Ice Ball""; 2];[""Body Slam""; 2];[""Brine""; 2];[""Aurora Beam""; 2];[""Hail""; 2];[""Swagger""; 2];[""Rest""; 3];[""Snore""; 3];[""Blizzard""; 3];[""Sheer Cold""; 3];[""Water Pulse""; 4];[""Aqua Ring""; 4];[""Super Fang""; 4]]",3,"[""Ice""; ""Water""]","[""Snow""; ""Ocean""]"
"""Walrein""","""https://archives.bulbagarden.net/media/upload/b/ba/0365Walrein.png""","[""Male""; ""Female""]",2,5,2,4,3,6,3,6,2,5,6,3,"[""Ice Body""; ""Thick Fat""]","[[""Growl""; 0];[""Powder Snow""; 0];[""Water Gun""; 1];[""Encore""; 1];[""Crunch""; 2];[""Ice Ball""; 2];[""Body Slam""; 2];[""Brine""; 2];[""Aurora Beam""; 2];[""Hail""; 2];[""Swagger""; 2];[""Ice Fang""; 2];[""Snore""; 3];[""Sheer Cold""; 3];[""Blizzard""; 3];[""Rest""; 3];[""Belly Drum""; 4];[""Fissure""; 4];[""Aqua Tail""; 4]]",3,"[""Ice""; ""Water""]","[""Snow""; ""Ocean""]"
"""Clamperl""","""https://archives.bulbagarden.net/media/upload/a/af/0366Clamperl.png""","[""Male""; ""Female""]",2,4,1,3,2,5,2,5,2,4,1,3,"[""Shell Armor""]","[[""Clamp""; 0];[""Water Gun""; 1];[""Iron Defense""; 2];[""Whirlpool""; 2];[""Shell Smash""; 3];[""Refresh""; 4];[""Endure""; 4];[""Mud Sport""; 4]]",3,"[""Water""]","[""Ocean""]"
"""Huntail""","""https://archives.bulbagarden.net/media/upload/a/a8/0367Huntail.png""","[""Male""; ""Female""]",3,6,2,4,3,6,3,6,2,5,4,2,"[""Swift Swim""]","[[""Whirlpool""; 0];[""Bite""; 0];[""Screech""; 1];[""Feint Attack""; 1];[""Water pulse""; 2];[""Scary Face""; 2];[""Ice Fang""; 2];[""Brine""; 2];[""Baton Pass""; 2];[""Crunch""; 2];[""Dive""; 2];[""Sucker Punch""; 3];[""Coil""; 3];[""Aqua Tail""; 3];[""Hydro Pump""; 3];[""Muddy Water""; 4];[""Super Fang""; 4];[""Bind""; 4]]",3,"[""Water""]","[""Ocean""]"
"""Gorebyss""","""https://archives.bulbagarden.net/media/upload/8/87/0368Gorebyss.png""","[""Male""; ""Female""]",2,4,2,4,3,6,3,6,2,5,4,2,"[""Swift Swim""]","[[""Whirlpool""; 0];[""Water Sport""; 0];[""Confusion""; 1];[""Agility"";1];[""Draining Kiss""; 2];[""Water Pulse""; 2];[""Amnesia""; 2];[""Aqua Ring""; 2];[""Captivate""; 2];[""Baton Pass""; 2];[""Dive""; 2];[""Psychic""; 3];[""Aqua Tail""; 3];[""Coil""; 3];[""Hydro Pump""; 3];[""Confuse Ray""; 4];[""Bind""; 4];[""Muddy Water""; 4]]",3,"[""Water""]","[""Ocean""]"
"""Relicanth""","""https://archives.bulbagarden.net/media/upload/e/e8/0369Relicanth.png""","[""Male""; ""Female""]",2,5,2,4,3,7,2,4,2,4,5,2,"[""Rock Head""; ""Swift Swim""]","[[""Harden""; 0];[""Tackle""; 0];[""Mud Sport""; 0];[""Flail""; 1];[""Water Gun""; 1];[""Rock Tomb""; 2];[""Yawn""; 2];[""Take Down""; 2];[""Ancient Power""; 2];[""Rest""; 2];[""Dive""; 2];[""Double-Edge""; 3];[""Head Smash""; 3];[""Hydro Pump""; 3];[""Magnitude""; 4];[""Skull Bash""; 4];[""Aqua Tail""; 4]]",3,"[""Rock""; ""Water""]","[""Ocean""]"
"""Luvdisc""","""https://archives.bulbagarden.net/media/upload/d/d4/0370Luvdisc.png""","[""Male""; ""Female""]",1,3,2,6,2,4,1,3,2,4,4,1,"[""Swift Swim""]","[[""Tackle""; 0];[""Charm""; 0];[""Water Gun""; 1];[""Agility""; 1];[""Take Down""; 2];[""Draining Kiss""; 2];[""Lucky Chant""; 2];[""Water Pulse""; 2];[""Heart Stamp""; 2];[""Attract""; 2];[""Flail""; 2];[""Sweet Kiss""; 2];[""Hydro pump""; 3];[""Aqua Ring""; 3];[""Captivate""; 3];[""Safeguard""; 3];[""Swift""; 4];[""Heal Pulse""; 4];[""Captivate""; 4]]",3,"[""Water""]","[""Ocean""]"
"""Bagon""","""https://archives.bulbagarden.net/media/upload/4/4a/0371Bagon.png""","[""Male""; ""Female""]",2,5,2,4,2,4,1,3,1,3,3,2,"[""Rock Head""]","[[""Rage""; 0];[""Bite""; 1];[""Leer""; 1];[""Ember""; 1];[""Focus Energy""; 2];[""Zen Headbutt""; 2];[""Dragon Breath""; 2];[""Headbutt""; 2];[""Scary Face""; 2];[""Crunch""; 2];[""Dragon Claw""; 3];[""Flamethrower""; 3];[""Double-Edge""; 3];[""Dragon Rage""; 4];[""Mimic""; 4'];[""Endure""; 4]]",3,"[""Dragon""]","[""Cave""; ""Mountain""]"
"""Shelgon""","""https://archives.bulbagarden.net/media/upload/c/cb/0372Shelgon.png""","[""Male""; ""Female""]",3,6,2,4,3,6,2,4,2,4,4,2,"[""Rock Head""]","[[""Rage""; 0];[""Bite""; 1];[""Leer""; 1];[""Ember""; 1];[""Focus Energy""; 2];[""Zen Headbutt; 2];[""Protect""; 2];[""Dragon Breath""; 2];[""Headbutt""; 2];[""Scary Face""; 2];[""Crunch""; 2];[""Dragon Claw""; 3];[""Flamethrower""; 3];[""Double-Edge""; 3];[""Dragon Pulse""; 4];[""Hydro Pump""; 4'];[""Iron Defense""; 4]]",3,"[""Dragon""]","[""Cave""; ""Mountain""]"
"""Salamence""","""https://archives.bulbagarden.net/media/upload/8/8a/0373Salamence.png""","[""Male""; ""Female""]",3,7,3,6,2,5,3,6,2,5,5,4,"[""Intimidate""]","[[""Rage""; 0];[""Bite""; 1];[""Leer""; 1];[""Ember""; 1];[""Focus Energy""; 1];[""Headbutt""; 2];[""Dragon Breath""; 2];[""Focus Energy""; 2];[""Thunder Fang""; 2];[""Protect""; 2];[""Scary Face""; 2];[""Zen Headbutt""; 2];[""Crunch""; 2];[""Fly""; 2];[""Dragon Claw""; 2];[""Double-Edge""; 3];[""Flamethrower""; 3];[""Dragon Tail""; 3];[""Outrage""; 4];[""Dragon Dance""; 4];[""Draco Meteor; 4]]",3,"[""Dragon""; ""Flying""]","[""Cave""; ""Mountain""]"
