Name,Pic,Gender,Str min,Str max,Dex min,Dex max,Vit min,Vit Max,Spec Min,Spec Max,Insight Min,Insight Max,HP Min,Int Rank Min,Abilities,Moves,Generation,Types,Environment
"""Entei""","""https://archives.bulbagarden.net/media/upload/thumb/2/2b/0244Entei.png/250px-0244Entei.png""","[""None""]",7,7,6,6,5,5,5,5,5,5,5,5,"[""Pressure""; ""Inner Focus""]","[[""Bite""; 5];[""Leer""; 5];[""Ember""; 5];[""Roar""; 5];[""Fire Spin""; 5];[""Stomp""; 5];[""Flamethrower""; 5];[""Swagger""; 5];[""Fire Fang""; 5];[""Lava Plume""; 5];[""Extrasensory""; 5];[""Fire Blast""; 5];[""Calm Mind""; 5];[""Eruption""; 5];[""Double Team""; 5];[""Substitute""; 5];[""Will-o-Wisp""; 5];[""Rock Smash""; 5];[""Mimic""; 5];[""Curse""; 5];[""Sacred Fire""; 5]]",2,"[""Fire""]","[""Plains""; ""Mountain""; ""Forest""]"
"""Suicune""","""https://archives.bulbagarden.net/media/upload/thumb/d/dc/0245Suicune.png/250px-0245Suicune.png""","[""None""]",5,5,5,5,6,6,5,5,6,6,5,5,"[""Pressure""; ""Inner Focus""]","[[""Bite""; 5];[""Leer""; 5];[""Bubble Beam""; 5];[""Rain Dance""; 5];[""Gust""; 5];[""Aurora Beam""; 5];[""Mist""; 5];[""Mirror Coat""; 5];[""Ice Fang""; 5];[""Tailwind""; 5];[""Extrasensory""; 5];[""Hydro Pump""; 5];[""Calm Mind""; 5];[""Blizzard""; 5];[""Double Team""; 5];[""Substitute""; 5];[""Dive""; 5];[""Ominous Wind""; 5];[""Mimic""; 5];[""Curse""; 5];[""Sheer Cold""; 5]]",2,"[""Water""]","[""Plains""; ""Mountain""; ""Forest""]"
"""Larvitar""","""https://archives.bulbagarden.net/media/upload/thumb/9/95/0246Larvitar.png/250px-0246Larvitar.png""","[""Male""; ""Female""]",2,4,1,3,2,4,2,4,2,4,3,0,"[""Guts""]","[[""Bite""; 0];[""Leer""; 0];[""Sandstorm""; 1];[""Screech""; 1];[""Chip Away""; 2];[""Rock Slide""; 2];[""Scary Face""; 2];[""Thrash""; 2];[""Dark Pulse""; 2];[""Payback""; 2];[""Crunch""; 2];[""Earthquake""; 3];[""Stone Edge""; 3];[""Hyper Beam""; 3];[""Stealth Rock""; 4];[""Spite""; 4];[""Focus Energy""; 4]]",2,"[""Rock""; ""Ground""]","[""Mountain""; ""Cave""]"
"""Pupitar""","""https://archives.bulbagarden.net/media/upload/thumb/8/88/0247Pupitar.png/250px-0247Pupitar.png""","[""Male""; ""Female""]",2,5,2,4,2,5,2,4,2,5,4,1,"[""Shed Skin""]","[[""Bite""; 0];[""Leer""; 0];[""Sandstorm""; 1];[""Screech""; 1];[""Chip Away""; 2];[""Rock Slide""; 2];[""Scary Face""; 2];[""Thrash""; 2];[""Dark Pulse""; 2];[""Payback""; 2];[""Crunch""; 2];[""Earthquake""; 3];[""Stone Edge""; 3];[""Hyper Beam""; 3];[""Dragon Dance""; 4];[""Iron Defense""; 4];[""Focus Energy""; 4]]",2,"[""Rock""; ""Ground""]","[""Mountain""; ""Cave""]"
"""Tyranitar""","""https://archives.bulbagarden.net/media/upload/thumb/0/09/0248Tyranitar.png/250px-0248Tyranitar.png""","[""Male""; ""Female""]",3,7,2,5,3,6,3,6,3,6,6,2,"[""Sand Stream""","[[""Bite""; 0];[""Leer""; 0];[""Tackle""; 0];[""Sandstorm""; 1];[""Fire Fang""; 1];[""Thunder Fang""; 1];[""Ice Fang""; 1];[""Chip Away""; 2];[""Rock Slide""; 2];[""Scary Face""; 2];[""Thrash""; 2];[""Dark Pulse""; 2];[""Payback""; 2];[""Crunch""; 2];[""Earthquake""; 3];[""Stone Edge""; 3];[""Hyper Beam""; 3][""Giga Impact""; 3];[""Dragon Dance""; 4];[""Outrage""; 4];[""Superpower""; 4]]",2,"[""Rock""; ""Dark""]","[""Mountain""; ""Cave""]"
"""Lugia""","""https://archives.bulbagarden.net/media/upload/thumb/e/e2/0249Lugia.png/250px-0249Lugia.png""","[""None""]",5,5,6,6,7,7,5,5,7,7,6,5,"[""Pressure""; ""Multiscale""]","[[""Gust""; 5];[""Dragon Rush""; 5];[""Extrasensory""; 5];[""Rain Dance""; 5];[""Hydro Pump""; 5];[""Aeroblast""; 5];[""Punishment""; 5];[""Ancient Power""; 5];[""Safeguard""; 5];[""Recover""; 5];[""Future Sight""; 5];[""Natural Gift""; 5];[""Calm Mind""; 5];[""Sky Attack""; 5];[""Whirlwind""; 5];[""Weather Ball""; 5];[""Hurricane""; 5];[""Twister""; 5];[""Hidden Power""; 5];[""Defog""; 5];[""Strength""; 5];[""Dive""; 5]]",2,"[""Flying""; ""Psychic""]","[""Mountain""; ""Ocean""]"
"""Ho-oh""","""https://archives.bulbagarden.net/media/upload/thumb/0/02/0250Ho-Oh.png/250px-0250Ho-Oh.png""","[""None""]",7,7,5,5,5,5,6,6,7,7,5,5,"[""Pressure""; ""Regenerator""]","[[""Gust""; 5];[""Brave Bird""; 5];[""Extrasensory""; 5];[""Sunny Day""; 5];[""Fire Blast""; 5];[""Sacred Fire""; 5];[""Punishment""; 5];[""Ancient Power""; 5];[""Safeguard""; 5];[""Recover""; 5];[""Future Sight""; 5];[""Natural Gift""; 5];[""Calm Mind""; 5];[""Sky Attack""; 5];[""Whirlwind""; 5];[""Weather Ball""; 5];[""Solar Beam""; 5];[""Flash""; 5];[""Hidden Power""; 5];[""Defog""; 5];[""Strength""; 5];[""Fly""; 5]]",2,"[""Fire""; ""Flying""]","[""Mountain""; ""Plains""]"
"""Celebi""","""https://archives.bulbagarden.net/media/upload/thumb/3/3f/0251Celebi.png/250px-0251Celebi.png""","[""None""]",6,6,6,6,6,6,6,6,6,6,5,5,"[""Natural Cure""]","[[""Leech Seed""; 5];[""Confusion""; 5];[""Recover""; 5];[""Heal Bell""; 5];[""Safeguard""; 5];[""Magical Leaf""; 5];[""Ancient Power""; 5];[""Baton Pass""; 5];[""Natural Gift""; 5];[""Heal Block""; 5];[""Future Sight""; 5];[""Healing Wish""; 5];[""Leaf Storm""; 5];[""Perish Song""; 5];[""Double Team""; 5];[""Trick Room""; 5];[""Nature Power""; 5];[""Worry Seed""; 5]]",2,"[""Grass""; ""Psychic""]","[""Forest""]"
"""Treecko""","""https://archives.bulbagarden.net/media/upload/8/8c/252Treecko_ORAS.png""","[""Male""; ""Female""]",2,4,2,5,1,3,2,4,2,4,3,0,"[""Overgrow""]","[[""Leer""; 0];[Pound""; 0];[""Absorb""; 1];[""Quick Attack; 1];[""Pursuit""; 1];[""Screech;  2];[""Mega Drain""; 2];[""Agility"";2];['Slam"";2];[""Detect""; 3];[""Quick Guard""; 3];[""Endeavour""; 3];[""Giga Drain""; 3];[""Energy Ball""; 3];[""Iron Tail""; 4];[""Bullet Seed""; 4];[""Grass Pledge; 4]]",3,"[""Grass""]","[""Forest""; ""Jungle""]"
"""Grovyle""","""https://archives.bulbagarden.net/media/upload/b/bb/0253Grovyle.png""","[""Male""; ""Female""]",2,4,3,6,2,4,2,5,2,4,4,2,"[""Overgrow""]","[[""Pound""; 0];[""Leer""; 0];[""Absorb""; 1];[""Quick Attack""; 1];[""Pursuit""; 1];[""Fury Cutter""; 2];[""Mega Drain""; 2];[""Screech""; 2];[""Leaf Blade""; 2];[""Agility""; 2];[""Slam""; 2];[""False Swipe""; 2];[""X-scisor""; 3];[""Quick Guard""; 3][""Detect""; 3];[""Leaf Storm""; 3];[""Drain Punch""; 4];[""Dragon Breath""; 4];[""Grass Pledge; 4]]",3,"[""Grass""]","[""Forest""; ""Jungle""]"
"""Sceptile""","""https://archives.bulbagarden.net/media/upload/5/5c/0254Sceptile.png""","[""Male""; ""Female""]",2,5,4,7,2,4,3,6,2,5,5,3,"[""Overgrow""]","[[""Pound'; 0];[""Leer""; 0];[""Quick Attack""; 1];[""Pursuit""; 1];[""Absorb""; 1];[""False Swipe""; 2];[""Leaf Storm""; 2];[""Mega Drain""; 2];[""Night Slash""; 2];[""Leaf Blade""; 2];[""Screech""; 2];[""Slam""; 2];[""Agility""; 2];[""X-Scisor"";3];[""Detect""; 3];[""Quick Guard""; 3];[""Dual Chop""; 3];[""Dragon Pulse""; 4];[""Thunder Punch""; 4];[""Frenzy Plant""; 4]]",3,"[""Grass""]","[""Forest""; ""Jungle""]"
"""Torchic""","""https://archives.bulbagarden.net/media/upload/7/7d/0255Torchic.png""","[""Male""; ""Female""]",2,4,2,4,1,3,2,5,2,4,3,0,"[""Blaze""]","[[""Growl""; 0];[""Scratch""; 0];[""Focus Enegry"" ;1];[""Ember""; 1];[""Peck"";1];[""Sand Attack""; 2];[""Fire Spin""; 2];[""Quick Attack""; 2];[""Flame Burst""; 2];[""Slash""; 2];[""Mirror Move""; 3];[""Flame Thrower""; 3];[""Counter""; 4];[""Feather Dance""; 4];[""Fire Pledge""; 4]]",3,"[""Fire""]","[""Plains""; ""Mountain""]"
"""Combusken""","""https://archives.bulbagarden.net/media/upload/7/78/0256Combusken.png""","[""Male""; ""Female""]",2,5,2,4,2,4,2,5,2,5,4,2,"[""Blaze""]","[[""Growl""; 0];[""Scratch""; 0];[""Ember""; 1];[""Focus Energy""; 1];[""Double Kick""; 1];[""Peck""; 1];[""Flame Charge"" ; 2];[""Sand Attack""; 2];[""Bulk Up""; 2];[""Quick Attack""; 2];[""Slash""; 2];[Mirror Move"" ;3];[""Sky Uppercut""; 3];[""Flare Blitz; 3];[""Counter""; 4];[""Feather Dance""; 4];[""Fire Pledge""; 4]]",3,"[""Fire""; ""Fighting""]","[""Plains""; ""Mountain""]"
"""Blaziken""","""https://archives.bulbagarden.net/media/upload/c/c0/0257Blaziken.png""","[""Male""; ""Female""]",3,7,2,5,2,5,3,6,2,5,5,3,"[""Blaze""]","[[""Ember""; 0];[""Focus Energy""; 0];[""Fire Punch"" ""Growl""; 1];[""High Jump Kick""; 1];[""Scratch""; 1];[""Double Kick""; 2];[""Flame Charge""; 2];[""Peck""; 2];[""Sand Attack""; 2];[""Bulk Up""; 2];[""Quick Attack""; 2];[""Blaze Kick""; 2];[""Slash"";2];[""Brave Bird""; 3];[""Sky Uppercut""; 3];[""Flare Blitz""; 3];[""Dual Chop""; 4];[""Night Slash""; 4];[""Blast Burn""; 4]]",3,"[""Fire""; ""Fighting""]","[""Mountain""; ""Cave""]"
"""Mudkip""","""https://archives.bulbagarden.net/media/upload/8/89/258Mudkip_ORAS.png""","[""Male""; ""Female""]",2,5,1,3,2,4,2,4,2,4,3,0,"[""Torrent""]","[[""Growl""; 0];[""Tackle""; 0];[""Mudslap"";1];[""Water Gun""; 1];[""Bide""; 2];[""Foresight""; 2];[""Mud Sport""; 2];[""Take Down""; 2];[""Rock Throw""; 2];[""Whirlpool""; 2];[""Protect""; 3];[""Hydro Pump""; 3];[""Endeavor""; 3];[""Ice Ball""; 4];[""Aqua Tail""; 4];[""Water Pledge""; 4]]",3,"[""Water""]","[""Freshwater""; ""Cave""]"
"""Marshtop""","""https://archives.bulbagarden.net/media/upload/e/eb/0259Marshtomp.png""","[""Male""; ""Female""]",2,5,2,4,2,5,2,4,2,5,4,2,"[""Torrent""]","[[""Gowl""; 0];[""Tackle""; 0];[""Mud Slap""; 1];[""Water Gun""; 1];[""Bide""; 2];[""Mud Shot""; 2];[""Foresight""; 2];[""Mud Bomb""; 2];[""Rock Slide""; 2];[""Take Down""; 2];[""Muddy Water""; 2];[""Protect""; 3];[""Earthquake""; 3];[""Endeavor""; 3];[""Ice Punch""; 4];[""Water Pledge""; 4];[""Dynamic Punch""; 4]]",3,"[""Water""; ""Ground""]","[""Freshwater""; ""Jungle""; ""Cave""]"
"""Swampert""","""https://archives.bulbagarden.net/media/upload/3/34/0260Swampert.png""","[""Male""; ""Female""]",3,6,2,4,2,5,2,5,2,5,6,3,"[""Torrent""]","[[""Growl""; 0];[""Tackle""; 0];[""Mudslap""; 1];[""Water Gun""; 1];[""Take Down""; 2];[""Bide""; 2];[""Mud Shot""; 2];[""Foresight""; 2];[""Mudbomb""; 2];[""Rock Slide""; 2];[""Muddy Water""; 2];[""Hammer Arm""; 3];[""Protect""; 3];[""Earthquake""; 3];[""Endeavor""; 3];[""Wide Guard""; 4];[""Hydro Cannon""; 4];[""Avalanche""; 4]] ",3,"[""Water""; ""Ground""]","[""Freshwater""; ""Jungle""; ""Cave""]"
"""Poochyena""","""https://archives.bulbagarden.net/media/upload/2/21/0261Poochyena.png""","[""Male""; ""Female""]",2,4,2,4,1,3,1,3,1,3,3,0,"[""Quick Feet"";""Run Away""]","[[""Tackle""; 0];[""Howl""; 0];[""Sand Attack""; 1];[""Bite""; 1];[""Oder Sleuth""; 2];[""Roar""; 2];[""Swagger""; 2];[""Assurance""; 2];[""Scary Face""; 2];[""Taunt""; 2];[""Take Down"";2];[""Embargo""; 3];[""Play Rough""; 3];[""Sucker Punch""; 3];[""Crunch""; 3];[""Dig""; 4];[""Iron Tail""; 4];[""Endure""; 4]]",3,"[""Dark""]","[""Plains""]"
"""Mightyena""","""https://archives.bulbagarden.net/media/upload/2/22/0262Mightyena.png""","[""Male""; ""Female""]",3,6,2,5,2,5,2,4,2,4,4,2,"[""Intimidate"";""Quick Feet""]","[[""Howl""; 0];[""Tackle""; 0];[""Bite""; 1];[""Sand Attack""; 1];[""Roar""; 2];[""Odor Slueth""; 2];[""Assurance"";2];[""Swagger""; 2];[""Taunt""; 2];[""Scary Face""; 2];[""Fire Fang""; 2];[""Yawn""; 2];[""Thunder Fang""; 2];[""Take Down""; 2];[""Ice Fang""; 2];[""Theif""; 2];[""Embargo"";3];[""Crunch""; 3];[""Play Rough""; 3];[""Snarl""; 3];[""Sucker Punch"";3];[""Counter""; ];[""Snatch""; 4];[""Poison Fang""; 4]]",3,"[""Dark""]","[""Plains""]"
"""Zigzagoon""","""https://archives.bulbagarden.net/media/upload/5/55/0263Zigzagoon.png""","[""Male""; ""Female""]",1,3,2,4,1,3,1,3,1,3,3,0,"[""Gluttony"";""Pick Up""]","[[""Growl""; 0];[""Tackle""; 0];[""Tail Whip""; 1];[""TakeDown""; 1];[""Baby-Doll Eyes""; 1];[""Sand Attack""; 2];[""Odor Slueth""; 2];[""Mudsport""; 2];[""Pin Missle""; 2];[""Covet""; 2];[""Headbutt""; 2];[""Bestow""; 2];[""Flail""; 3];[""Rest""; 3];[""Belly Drum""; 3];[""Fling""; 3];[""Helping Hand""; 4];[""Seed Bomb""; 4];[""Trick""; 4]]",3,"[""Normal""]","[""Plains""; ""Forest""; ""City""]"
"""Linoone""","""https://archives.bulbagarden.net/media/upload/b/bb/0264Linoone.png""","[""Male""; ""Female""]",2,5,3,6,2,4,2,4,2,4,4,2,"[""Gluttony"";""Pick Up""]","[[""Growl""; 0];[""Tackle; 0];[""Switheroo""; 1];[""Sand Attack""; 1];[""Tail Whip""; 1];[""Headbutt""; 2];[""Play Rough""; 2];[""Rototiller""; 2];[""Odor Slueth""; 2];[""Mud Sport""; 2];[""Furry Swipes""; 2];[""Covet""; 2];[""Bestow"";2];[""Double-Edge""; 3];[""Slash""; 3];[""Rest""; 3];[""Belly Drum""; 3];[""Fling""; 3];[""Extreme Speed""; 4];[""Super Fang""; 4];[""Seed Bomb""; 4]]",3,"[""Normal""]","[""Plains""; ""Forest""; ""City""]"
"""Wurmple""","""https://archives.bulbagarden.net/media/upload/3/34/0265Wurmple.png""","[""Male""; ""Female""]",2,4,1,3,1,3,1,3,1,3,3,0,"[""Sheild Dust""]","[[""String Shot""; 0];[""Tackle""; 0];[""Poison Sting""; 1];[""Bug Bite""; 2];[""Electroweb""; 4];[""Snore""; 4]]",3,"[""Bug""]","[""Forest""; ""Jungle""; ""City""]"
"""Silcoon""","""https://archives.bulbagarden.net/media/upload/9/9d/0266Silcoon.png""","[""Male""; ""Female""]",2,4,1,2,2,4,1,3,1,3,4,1,"[""Shed Skin""]","[[""Harden""; 0];[""Iron Defense""; 2];[""Electroweb""; 4]]",3,"[""Bug""]","[""Forest""; ""Jungle""]"
"""Beautifly""","""https://archives.bulbagarden.net/media/upload/7/73/0267Beautifly.png""","[""Male""; ""Female""]",2,5,2,4,2,4,3,6,2,4,5,3,"[""Swarm""]","[[""Absorb""; 0];[""Gust""; 1];[""Stun Spore"";2];[""Morning Sun""; 2];[""Air Cutter""; 2];[""Mega Drain""; 2];[""Whirlwind""; 2];[""Attract""; 2];[""Silver Wind""; 2];[""Rage""; 2];[""Giga Drain""; 3];[""Bug Buzz""; 3];[""Quiver Dance"";3];[""Swift""; 4];[""Defog""; 4];[""Captivate""; 4]]",3,"[""Bug""; ""Flying""]","[""Forest""; ""Jungle""]"
"""Cascoon""","""https://archives.bulbagarden.net/media/upload/c/c6/0268Cascoon.png""","[""Male""; ""Female""]",2,4,1,2,2,4,1,3,1,3,4,1,"[""Shed Skin""]","[[""Harden""; 0];[""Iron Defense""; 2];[""Electroweb""; 4]]",3,"[""Bug""]","[""Forest""; ""Jungle""; ""City""]"
"""Dustox""","""https://archives.bulbagarden.net/media/upload/4/49/0269Dustox.png""","[""Male""; ""Female""]",2,4,2,4,3,6,2,4,2,5,5,2,"[""Sheild Dust""]","[[""Confusion""; 0];[""Gust""; 1];[""Protect""; 2];[""Moonlight""; 2];[""Venoshock""; 2];[""Psybeam""; 2];[""Whirlwind""; 2];[""Light Screen""; 2];[""Silverwind""; 2];[""Toxic""; 3];[""Bug Buzz""; 3];[""Quiver Dance""; 3];[""Air Cutter""; 4];[""Swift""; 4];[""Twister""; 4]]",3,"[""Bug""; ""Poison""]","[""Forest""; ""Jungle""; ""City""]"
"""Lotad""","""https://archives.bulbagarden.net/media/upload/5/5f/0270Lotad.png""","[""Male""; ""Female""]",1,3,1,3,1,3,1,3,2,4,3,0,"[""Rain Dish"";""Swift Swim]","[[""Astonish""; 0];[""Growl""; 0];[""Absorb""; 1];[""Nature Power""; 1];[""Bubble""; 1];[""Mist"", 2];[""Natural Gift""; 2];[""Mega Drain""; 2];[""Bubble Beam""; 2];[""Rain Dance""; 3];[""Zen Headbutt""; 3];[""Leech Seed""; 3];[""Energy Ball""; 4];[""Sweet Scent""; 4];[""Flail""; 4]]",3,"[""Grass""; ""Water""]","[""Freshwater""]"
"""Lombre""","""https://archives.bulbagarden.net/media/upload/a/a8/0271Lombre.png""","[""Male""; ""Female""]",2,4,2,4,2,4,2,4,2,5,4,1,"[""Rain Dish"";""Swift Swim]","[[""Astonish""; 0];[""Growl""; 0];[""Absorb""; 1];[""Nature Power"", 1];[""Bubble""; 1];[""Furry Swipes""; 2];[""Water Sport""; 2];[""Bubble Beam""; 2];[""Zen Headbutt""; 2];[""Knock Off""; 3];[""Uproar""; 3];[""Hydro Pump""; 3];[""Ice Punch""; 4];[""Fire Punch""; 4];[""Thunder Punch""; 4]]",3,"[""Grass""; ""Water""]","[""Freshwater""]"
"""Ludicolo""","""https://archives.bulbagarden.net/media/upload/a/a8/0271Lombre.png""","[""Male""; ""Female""]",2,5,2,5,2,5,2,5,3,6,5,3,"[""Rain Dish"";""Swift Swim]","[[""Astonish""; 0];[""Growl""; 0];[""Mega Drain; 2];[""Nature Power""; 3];[""Teeter Dance""; 4];[""Giga Drain""; 4];[""Entertainment""; 4]]",3,"[""Grass""; ""Water""]","[""Freshwater""]"
"""Seedot""","""https://archives.bulbagarden.net/media/upload/1/13/0273Seedot.png""","[""Male""; ""Female""]",1,3,1,3,2,4,1,3,1,3,3,0,"[""Chlorophyll""; ""Early Bird""]","[[""Bide""; 0];[""Harden""; 1];[""Growth""; 1];[""Nature Power""; 2];[""Synthesis""; 2];[""Sunny Day; 3];[""Expolsion""; 3];[""Bullet Seed""; 4];[""Grassy Terrain""; 4];[""Worry Seed""; 4]]",3,"[""Grass""]","[""Forest""]"
"""Nuzleaf""","""https://archives.bulbagarden.net/media/upload/a/a3/0274Nuzleaf.png""","[""Male""; ""Female""]",2,5,2,4,2,4,2,4,1,3,4,2,"[""Chlorophyll""; ""Early Bird""]","[[""Pound""; 0];[""Growth""; 0];[""Harden""; 1];[""Razor Leaf""; 2];[""Nature Power""; 2];[""Fake Out""; 2];[""Torment""; 2];[""Leaf Blade""; 2];[ ""Feint Attack""; 2];[""Razor Wind""; 3];[""Swagger""; 3];[""Extrasensory""; 3];[""Bullet Seed""; 4];[""Leech Seed""; 4];[""Fould Play""]; 4]",3,"[""Grass""; ""Dark""]","[""Forest""]"
"""Shiftry""","""https://archives.bulbagarden.net/media/upload/4/43/0275Shiftry.png""","[""Male""; ""Female""]",3,6,2,5,2,4,2,5,2,4,5,3,"[""Chlorophyll""; ""Early Bird""]","[[""Feint Attack""; 0];[""Rszor Leaf""; 1];[""Nasty Plot""; 2];[""Whirlwind""; 2];[""Leaf Tornado""; 2];[""Hurricane""; 3];[""Leaf Storm""; 3];[""Seed Bomb""; 4];[""Self-Destruct""; 4];[""Sucker Punch""; 4]]",3,"[""Grass""; ""Dark""]","[""Forest""]"
