Name,Pic,Gender,Str min,Str max,Dex min,Dex max,Vit min,Vit Max,Spec Min,Spec Max,Insight Min,Insight Max,HP Min,Int Rank Min,Abilities,Moves,Generation,Types,Environment
"""Drowzee""","""https://archives.bulbagarden.net/media/upload/thumb/e/e4/0096Drowzee.png/375px-0096Drowzee.png""","[""Male""; ""Female""]",2,4,1,3,2,4,1,3,2,5,3,1,"[""Insomnia""; ""Forewarn""]","[[""Pound""; 0];[""Hypnosis""; 0];[""Disable""; 1];[""Poison Gas""; 1];[""Meditate""; 1];[""Psybeam""; 2];[""Headbutt""; 2];[""Psych Up""; 2];[""Synchronise""; 2];[""Zen Headbutt""; 2];[""Swagger""; 2];[""Psychic""; 3];[""Nasty Plot""; 3];[""Psyshock""; 3];[""Future Sight""; 3];[""Role Play""; 4];[""Thunder Wave""; 4];[""Substitute""; 4]]",1,"[""Psychic""]","[""Cave"", ""City""]"
"""Hypno""","""https://archives.bulbagarden.net/media/upload/thumb/4/4c/0097Hypno.png/375px-0097Hypno.png""","[""Male""; ""Female""]",2,5,2,4,2,5,2,5,3,6,4,2,"[""Insomnia""; ""Forewarn""]","[[""Pound""; 0];[""Hypnosis""; 0];[""Confusion""];[""Disable""; 1];[""Poison Gas""; 1];[""Meditate""; 1];[""Nightmare""; 2];[""Switcheroo""; 2];[""Psybeam""; 2];[""Headbutt""; 2];[""Psych Up""; 2];[""Synchronise""; 2];[""Zen Headbutt""; 2];[""Swagger""; 2];[""Psychic""; 3];[""Nasty Plot""; 3];[""Psyshock""; 3];[""Future Sight""; 3];[""Metronome""; 4];[""Thunder Wave""; 4];[""Substitute""; 4]]",1,"[""Psychic""]","[""Cave"", ""City""]"
"""Krabby""","""https://archives.bulbagarden.net/media/upload/thumb/e/ed/0098Krabby.png/375px-0098Krabby.png""","[""Male""; ""Female""]",3,6,2,4,2,5,1,3,1,3,3,0,"[""Hyper Cutter""; ""Shell Armor""]","[[""Bubble""; 0];[""Mud Sport""; 0];[""Vice Grip""; 1];[""Leer""; 1];[""Harden""; 1];[""Bubble Beam""; 2];[""Mud Shot""; 2];[""Metal Claw""; 2];[""Stomp""; 2];[""Protect""; 2];[""Slam""; 2];[""Guillotine""; 3];[""Brine""; 3];[""Crabhammer""; 3];[""Flail""; 3];[""Agility""; 4];[""Iron Defense""; 4];[""Mimic""; 4]]",1,"[""Water""]","[""Ocean""]"
"""Kingler""","""https://archives.bulbagarden.net/media/upload/thumb/a/ae/0099Kingler.png/375px-0099Kingler.png""","[""Male""; ""Female""]",3,7,2,5,3,6,2,4,2,4,4,1,"[""Hyper Cutter""; ""Shell Armor""]","[[""Bubble""; 0];[""Mud Sport""; 0];[""Vice Grip""; 1];[""Leer""; 1];[""Harden""; 1];[""Wide Guard""; 1];[""Bubble Beam""; 2];[""Mud Shot""; 2];[""Metal Claw""; 2];[""Stomp""; 2];[""Protect""; 2];[""Slam""; 2];[""Guillotine""; 3];[""Brine""; 3];[""Crabhammer""; 3];[""Flail""; 3];[""Agility""; 4];[""Iron Defense""; 4];[""Mimic""; 4]]",1,"[""Water""]","[""Ocean""]"
"""Voltorb""","""https://archives.bulbagarden.net/media/upload/thumb/5/55/0100Voltorb.png/375px-0100Voltorb.png""","[""None""]",1,3,3,6,2,4,2,4,2,4,3,1,"[""Soundproof""; ""Static""]","[[""Charge""; 0];[""Tackle""; 0];[""Sonic Boom""; 1];[""Eerie Impulse""; 1];[""Spark""; 1];[""Rollout""; 2];[""Screech""; 2];[""Charge Beam""; 2];[""Light Screen""; 2];[""Electro Ball""; 2];[""Self Destruct""; 2];[""Swift""; 2];[""Discharge""; 2];[""Magnet Rise""; 3];[""Gyro Ball""; 3];[""Explosion""; 3];[""Mirror Coat""; 3];[""Endure""; 4];[""Sucker Punch""; 4];[""Foul Play""; 4]]",1,"[""Electric""]","[""Cave""; ""City""]"
"""Electrode""","""https://archives.bulbagarden.net/media/upload/thumb/d/db/0101Electrode.png/375px-0101Electrode.png""","[""None""]",2,4,4,8,2,5,2,5,2,5,4,2,"[""Soundproof""; ""Static""]","[[""Charge""; 0];[""Tackle""; 0];[""Sonic Boom""; 1];[""Eerie Impulse""; 1];[""Spark""; 1];[""Magnetic Flux""; 2];[""Rollout""; 2];[""Screech""; 2];[""Charge Beam""; 2];[""Light Screen""; 2];[""Electro Ball""; 2];[""Self Destruct""; 2];[""Swift""; 2];[""Discharge""; 2];[""Magnet Rise""; 3];[""Gyro Ball""; 3];[""Explosion""; 3];[""Mirror Coat""; 3];[""Endure""; 4];[""Sucker Punch""; 4];[""Foul Play""; 4]]",1,"[""Electric""]","[""Cave""; ""City""]"
"""Exeggcute""","""https://archives.bulbagarden.net/media/upload/thumb/6/60/0102Exeggcute.png/375px-0102Exeggcute.png""","[""Male""; ""Female""]",1,3,1,3,2,5,2,4,2,4,3,1,"[""Chlorophyll""]","[[""Barrage""; 0];[""Uproar""; 0];[""Hypnosis""; 1];[""Reflect""; 1];[""Leech Seed""; 2];[""Bullet Seed""; 2];[""Stun Spore""; 2];[""Poison Powder""; 2];[""Sleep Powder""; 2];[""Confusion""; 2];[""Worry Seed""; 2];[""Natural Gift""; 3];[""Solar Beam""; 3];[""Extrasensory""; 3];[""Bestow""; 3];[""Nightmare""; 4];[""Ingrain""; 4];[""Curse""; 4]]",1,"[""Grass""; ""Psychic""]","[""Jungle""]"
"""Exeggutor""","""https://archives.bulbagarden.net/media/upload/thumb/a/ae/0103Exeggutor.png/375px-0103Exeggutor.png""","[""Male""; ""Female""]",3,6,2,4,2,5,3,7,2,5,5,2,"[""Chlorophyll""; ""Harvest""]","[[""Barrage""; 0];[""Confusion""; 1];[""Seed Bomb""; 2];[""Stomp""; 2];[""Psyshock""; 2];[""Egg Bomb""; 2];[""Wood Hammer""; 3];[""Leaf Storm""; 3];[""Nightmare""; 4];[""Grassy Terrain""; 4];[""Curse""; 4]]",1,"[""Grass""; ""Psychic""]","[""Jungle""]"
"""Exeggutor (Alola)""","""https://archives.bulbagarden.net/media/upload/thumb/9/94/0103Exeggutor-Alola.png/900px-0103Exeggutor-Alola.png""","[""Male""; ""Female""]",3,6,2,4,2,5,3,7,2,5,5,2,"[""Frisk""; ""Harvest""]","[[""Barrage""; 0];[""Confusion""; 1];[""Hypnosis""; 1];[""Seed Bomb""; 2];[""Psyshock""; 2];[""Egg Bomb""; 2];[""Dragon Hammer""; 2];[""Wood Hammer""; 3];[""Leaf Storm""; 3];[""Dragon Tail""; 4];[""Ingrain""; 4];[""Giga Impact""; 4]]",7,"[""Grass""; ""Dragon""]","[""Jungle""]"
"""Cubone""","""https://archives.bulbagarden.net/media/upload/thumb/1/19/0104Cubone.png/375px-0104Cubone.png""","[""Male""; ""Female""]",2,4,1,3,3,6,2,4,2,4,3,0,"[""Rock Head""; ""Lightning Rod""]","[[""Growl""; 0];[""Tail Whip""; 0];[""Bone Club""; 1];[""Focus Energy""; 1];[""Leer""; 1];[""Headbutt""; 2];[""Bonemerang""; 2];[""Rage""; 2];[""False Swipe""; 2];[""Endeavor""; 2];[""Fling""; 2];[""Bone Rush""; 3];[""Stomping Tantrum""; 3];[""Thrash""; 3];[""Double Edge""; 3];[""Retaliate""; 3];[""Iron Defense""; 4];[""Double Kick""; 4];[""Detect""; 4]]",1,"[""Ground""]","[""Plains""; ""Desert""; ""Cave""]"
"""Marowak""","""https://archives.bulbagarden.net/media/upload/thumb/a/a1/0105Marowak.png/375px-0105Marowak.png""","[""Male""; ""Female""]",2,5,2,4,3,6,2,4,2,5,4,1,"[""Rock Head""; ""Lightning Rod""]","[[""Growl""; 0];[""Tail Whip""; 0];[""Bone Club""; 1];[""Focus Energy""; 1];[""Leer""; 1];[""Headbutt""; 2];[""Bonemerang""; 2];[""Rage""; 2];[""False Swipe""; 2];[""Endeavor""; 2];[""Fling""; 2];[""Bone Rush""; 3];[""Stomping Tantrum""; 3];[""Thrash""; 3];[""Double Edge""; 3];[""Retaliate""; 3];[""Perish Song""; 4];[""Outrage""; 4];[""Detect""; 4]]",1,"[""Ground""]","[""Plains""; ""Desert""; ""Cave""]"
"""Marowak (Alola)""","""https://archives.bulbagarden.net/media/upload/thumb/f/f2/0105Marowak-Alola.png/900px-0105Marowak-Alola.png""","[""Male""; ""Female""]",2,5,2,4,3,6,2,4,2,5,4,1,"[""Cursed Body""; ""Lightning Rod""]","[[""Growl""; 0];[""Tail Whip""; 0];[""Bone Club""; 1];[""Hex""; 1];[""Leer""; 1];[""Flame Wheel""; 2];[""Bonemerang""; 2];[""Will-o-Wisp""; 2];[""Shadow Bone""; 2];[""Endeavor""; 2];[""Fling""; 2];[""Stomping Tantrum""; 3];[""Thrash""; 3];[""Flare Blitz""; 3];[""Bone Rush""; 3];[""Retaliate""; 3];[""Perish Song""; 4];[""Brutal Swing""; 4];[""Flame Charge""; 4]]",1,"[""Fire""; ""Ghost""]","[""Plains""; ""Desert""; ""Cave""]"
"""Hitmonlee""","""https://archives.bulbagarden.net/media/upload/thumb/0/00/0106Hitmonlee.png/375px-0106Hitmonlee.png""","[""Male""]",3,7,2,5,2,4,1,3,3,6,4,2,"[""Limber""; ""Reckless""]","[[""Double Kick""; 0];[""Revenge""; 0];[""Meditate""; 1];[""Rolling Kick""; 1];[""Jump Kick""; 1];[""Brick Break""; 2];[""Focus Energy""; 2];[""Feint""; 2];[""High Jump Kick""; 2];[""Mind Reader""; 2];[""Foresight""; 2];[""Wide Guard""; 2];[""Blaze Kick""; 2];[""Endure""; 3];[""Mega Kick""; 3];[""Close Combat""; 3];[""Reversal""; 3];[""Bounce""; 4];[""Rapid Spin""; 4];[""Mach Punch""; 4]]",1,"[""Fighting""]","[""City""]"
"""Hitmonchan""","""https://archives.bulbagarden.net/media/upload/thumb/c/c0/0107Hitmonchan.png/375px-0107Hitmonchan.png""","[""Male""]",3,6,2,4,3,6,1,3,3,6,4,2,"[""Keen Eye""; ""Iron Fist""]","[[""Revenge""; 0];[""Comet Punch""; 0];[""Agility""; 1];[""Pursuit""; 1];[""Mach Punch"" 1];[""Bullet Punch""; 2];[""Feint""; 2];[""Vaccum Wave""; 2];[""Quick Guard""; 2];[""Thunder Punch""; 2];[""Ice Punch""; 2];[""Fire Punch""; 2];[""Sky Uppercut""; 2];[""Mega Punch""; 2];[""Detect""; 3];[""Focus Punch""; 3];[""Counter""; 3];[""Close Combat""; 3];[""Rapid Spin""; 4];[""Drain Punch""; 4];[""High Jump Kick""; 4]]",1,"[""Fighting""]","[""City""]"
"""Lickitung""","""https://archives.bulbagarden.net/media/upload/thumb/f/f2/0108Lickitung.png/375px-0108Lickitung.png""","[""Male""; ""Female""]",2,4,1,3,2,5,2,4,2,5,3,2,"[""Own Tempo""; ""Oblivious""]","[[""Lick""; 0];[""Supersonic""; 0];[""Defense Curl""; 1];[""Knock Off""; 1];[""Wrap""; 2];[""Stomp""; 2];[""Disable""; 2];[""Slam""; 2];[""Rollout""; 2];[""Chip Away""; 2];[""Me First""; 2];[""Refresh""; 3];[""Screech""; 3];[""Power Whip""; 3];[""Wring Out""; 3];[""Belly Drum""; 4];[""Aqua Tail""; 4];[""Zen Headbutt""; 4]]",1,"[""Normal""]","[""City""; ""Jungle""]"
"""Koffing""","""https://archives.bulbagarden.net/media/upload/thumb/1/16/0109Koffing.png/375px-0109Koffing.png""","[""Male""; ""Female""]",2,4,1,3,3,6,2,4,2,4,3,0,"[""Levitate""; ""Neutralizing Gas""]","[[""Poison Gas""; 0];[""Tackle""; 0];[""Smog""; 1];[""Smokescreen""; 1];[""Clear Smog""; 1];[""Assurance""; 2];[""Sludge""; 2];[""Self Destruct""; 2];[""Haze""; 2];[""Gyro Ball""; 2];[""Sludge Bomb""; 2];[""Explosion""; 3];[""Destiny Bond""; 3];[""Belch""; 3];[""Memento""; 3];[""Toxic Spikes""; 4];[""Pain Split""; 4];[""Rollout""; 4]]",1,"[""Poison""]","[""City""; ""Cave""]"
"""Weezing""","""https://archives.bulbagarden.net/media/upload/thumb/7/72/0110Weezing.png/375px-0110Weezing.png""","[""Male""; ""Female""]",2,5,2,4,3,7,2,5,2,5,4,1,"[""Levitate""; ""Neutralizing Gas""]","[[""Poison Gas""; 0];[""Tackle""; 0];[""Smog""; 1];[""Smokescreen""; 1];[""Clear Smog""; 1];[""Assurance""; 2];[""Sludge""; 2];[""Self Destruct""; 2];[""Haze""; 2];[""Double Hit""; 2];[""Sludge Bomb""; 2];[""Explosion""; 3];[""Destiny Bond""; 3];[""Belch""; 3];[""Memento""; 3];[""Toxic Spikes""; 4];[""Pain Split""; 4];[""Psybeam""; 4]]",1,"[""Poison""]","[""City""; ""Cave""]"
"""Rhyhorn""","""https://archives.bulbagarden.net/media/upload/thumb/7/7f/0111Rhyhorn.png/375px-0111Rhyhorn.png""","[""Male""; ""Female""]",2,5,1,3,3,6,1,3,1,3,3,1,"[""Rock Head""; ""Lightningrod""]","[[""Horn Attack""; 0];[""Tail Whip""; 0];[""Stomp""; 1];[""Fury Attack""; 1];[""Smack Down""; 1];[""Scary Face""; 2];[""Rock Blast""; 2];[""Bulldoze""; 2];[""Chip Away""; 2];[""Take Down""; 2];[""Drill Run""; 2];[""Stone Edge""; 3];[""Earthquake""; 3];[""Horn Drill""; 3];[""Megahorn""; 3];[""Thunder Fang""; 4];[""Ice Fang""; 4];[""Fire Fang""; 4]]",1,"[""Ground""; ""Rock""]","[""Plains""; ""Cave""; ""Mountain""]"
"""Rhydon""","""https://archives.bulbagarden.net/media/upload/thumb/7/79/0112Rhydon.png/375px-0112Rhydon.png""","[""Male""; ""Female""]",3,7,1,3,3,7,2,4,2,4,5,2,"[""Rock Head""; ""Lightningrod""]","[[""Horn Attack""; 0];[""Tail Whip""; 0];[""Stomp""; 1];[""Fury Attack""; 1];[""Smack Down""; 1];[""Scary Face""; 2];[""Rock Blast""; 2];[""Bulldoze""; 2];[""Chip Away""; 2];[""Take Down""; 2];[""Drill Run""; 2];[""Hammer Arm""; 3];[""Stone Edge""; 3];[""Earthquake""; 3];[""Horn Drill""; 3];[""Megahorn""; 3];[""Dragon Rush""; 4];[""Skull Bash""; 4];[""Smart Strike""; 4]]",1,"[""Ground""; ""Rock""]","[""Plains""; ""Cave""; ""Mountain""]"
"""Chansey""","""https://archives.bulbagarden.net/media/upload/thumb/c/c0/0113Chansey.png/375px-0113Chansey.png""","[""Female""]",1,2,2,4,1,2,1,3,3,6,12,1,"[""Natural Cure""; ""Serene Grace""]","[[""Pound""; 0];[""Defense Curl""; 0];[""Refresh""; 1];[""Growl""; 1];[""Soft Boiled""; 1];[""Double Slap""; 1];[""Heal Pulse""; 2];[""Bestow""; 2];[""Minimize""; 2];[""Take Down""; 2];[""Sing""; 2];[""Fling""; 3];[""Double-Edge""; 3];[""Egg Bomb""; 3];[""Light Screen""; 3];[""Healing Wish""; 3];[""Heal Bell""; 4];[""Seismic Toss""; 4];[""Present""; 4]]",1,"[""Normal""]","[""Plains""; ""City""]"
"""Tangela""","""https://archives.bulbagarden.net/media/upload/thumb/2/22/0114Tangela.png/375px-0114Tangela.png""","[""Male""; ""Female""]",2,4,2,4,3,6,3,6,1,3,3,1,"[""Chlorophyll""; ""Leaf Guard""]","[[""Constrict""; 0];[""Ingrain""; 0];[""Sleep Powder""; 1];[""Vine Whip""; 1];[""Absorb""; 1];[""Poison Powder""; 2];[""Bind""; 2];[""Growth""; 2];[""Mega Drain""; 2];[""Knock Off""; 2];[""Stun Spore""; 2];[""Natural Gift""; 2];[""Slam""; 2];[""Ancient Power""; 2];[""Giga Drain""; 3];[""Tickle""; 3];[""Wring Out""; 3];[""Grassy Terrain""; 3];[""Power Whip""; 3];[""Amnesia""; 4];[""Confusion""; 4];[""Substitute""; 4]]",1,"[""Grass""]","[""Jungle""]"
"""Kangaskhan""","""https://archives.bulbagarden.net/media/upload/thumb/e/e5/0115Kangaskhan.png/375px-0115Kangaskhan.png""","[""Female""]",3,6,2,5,2,5,1,3,2,5,5,2,"[""Early Bird""; ""Scrappy""]","[[""Comet Punch""; 0];[""Leer""; 0];[""Fake Out""; 1];[""Tail Whip""; 1];[""Bite""; 1];[""Double Hit""; 2];[""Rage""; 2];[""Mega Punch""; 2];[""Chip Away""; 2];[""Dizzy Punch""; 2];[""Crunch""; 2];[""Endure""; 3];[""Outrage""; 3];[""Sucker Punch""; 3];[""Reversal""; 3];[""Aqua Tail""; 4];[""Captivate""; 4];[""Counter""; 4]]",1,"[""Normal""]","[""Jungle""; ""Desert""; ""Plains""]"
"""Horsea""","""https://archives.bulbagarden.net/media/upload/thumb/1/14/0116Horsea.png/375px-0116Horsea.png""","[""Male""; ""Female""]",2,4,2,4,2,5,2,5,1,3,3,0,"[""Swift Swim""; ""Sniper""]","[[""Water Gun""; 0];[""Smokescreen""; 0];[""Leer""; 1];[""Bubble""; 1];[""Focus Energy""; 1];[""Bubble Beam""; 2];[""Agility""; 2];[""Twister""; 2];[""Brine""; 2];[""Hydro Pump""; 3];[""Dragon Dance""; 3];[""Dragon Pulse""; 3];[""Aurora Beam""; 4];[""Signal Beam""; 4];[""Octazooka""; 4]]",1,"[""Water""]","[""Ocean""]"
"""Seadra""","""https://archives.bulbagarden.net/media/upload/thumb/2/22/0117Seadra.png/375px-0117Seadra.png""","[""Male""; ""Female""]",2,4,2,5,3,6,3,6,2,4,4,1,"[""Swift Swim""; ""Sniper""]","[[""Water Gun""; 0];[""Smokescreen""; 0];[""Leer""; 1];[""Bubble""; 1];[""Focus Energy""; 1];[""Bubble Beam""; 2];[""Agility""; 2];[""Twister""; 2];[""Brine""; 2];[""Hydro Pump""; 3];[""Dragon Dance""; 3];[""Dragon Pulse""; 3];[""Aurora Beam""; 4];[""Signal Beam""; 4];[""Octazooka""; 4]]",1,"[""Water""]","[""Ocean""]"
"""Goldeen""","""https://archives.bulbagarden.net/media/upload/thumb/b/b6/0118Goldeen.png/375px-0118Goldeen.png""","[""Male""; ""Female""]",2,4,2,4,2,4,1,3,2,4,3,0,"[""Swift Swim""; ""Water Veil""]","[[""Peck""; 0];[""Water Sport""; 0];[""Supersonic""; 1];[""Horn Attack""; 1];[""Water Pulse""; 2];[""Flail""; 2];[""Aqua Ring""; 2];[""Fury Attack""; 2];[""Waterfall""; 2];[""Horn Drill""; 3];[""Agility""; 3];[""Soak""; 3];[""Megahorn""; 3];[""Bounce""; 4];[""Mud Sport""; 4];[""Drill Run""; 4]]",1,"[""Water""]","[""Ocean""; ""Freshwater""]"
"""Seaking""","""https://archives.bulbagarden.net/media/upload/thumb/7/76/0119Seaking.png/375px-0119Seaking.png""","[""Male""; ""Female""]",3,6,2,4,2,4,2,4,2,5,4,1,"[""Swift Swim""; ""Water Veil""]","[[""Peck""; 0];[""Water Sport""; 0];[""Tail Whip""; 1];[""Supersonic""; 1];[""Horn Attack""; 1];[""Poison Jab""; 2];[""Water Pulse""; 2];[""Flail""; 2];[""Aqua Ring""; 2];[""Fury Attack""; 2];[""Waterfall""; 2];[""Horn Drill""; 3];[""Agility""; 3];[""Soak""; 3];[""Megahorn""; 3];[""Bounce""; 4];[""Mud Sport""; 4];[""Drill Run""; 4]]",1,"[""Water""]","[""Ocean""; ""Freshwater""]"
"""Staryu""","""https://archives.bulbagarden.net/media/upload/thumb/3/38/0120Staryu.png/375px-0120Staryu.png""","[""None""]",2,4,2,5,2,4,2,5,2,4,3,1,"[""Illuminate""; ""Natural Cure""]","[[""Tackle""; 0];[""Harden""; 0];[""Water Gun""; 1];[""Rapid Spin""; 1];[""Recover""; 1];[""Psywave""; 2];[""Swift""; 2];[""Bubble Beam""; 2];[""Camouflage""; 2];[""Gyro Ball""; 2];[""Brine""; 2];[""Minimize""; 2];[""Reflect Type""; 2];[""Power Gem""; 2];[""Confuse Ray""; 3];[""Psychic""; 3];[""Light Screen""; 3];[""Cosmic Power""; 3];[""Hydro Pump""; 3];[""Thunder Wave""; 4];[""Signal Beam""; 4];[""Twister""; 4]]",1,"[""Water""]","[""Ocean""]"
